State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/03/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/12/2024,2600,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,08/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15/12/2024,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,19/12/2024,2400,2600,2600,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,20/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,24/12/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,31/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/02/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,09/02/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,10/02/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/02/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,17/02/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/11/2024,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/11/2024,2300,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,29/11/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/11/2024,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/11/2024,2400,2600,2600,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/05/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/05/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/05/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/05/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,02/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,16/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,17/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,16/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,19/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,24/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,10/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,02/10/2024,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/09/2025,3000,3400,3400,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/11/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,09/10/2025,2200,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,24/10/2025,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/10/2025,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/08/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/08/2025,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/08/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/08/2025,3000,3400,3400,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/11/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/11/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/11/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11/11/2024,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/11/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,16/11/2024,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/11/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,24/11/2024,2300,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,10/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/02/2025,2400,2600,2600,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/02/2025,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/02/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/02/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,20/02/2025,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,02/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/01/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/01/2025,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/01/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,26/01/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/01/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/01/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,22/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,29/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/08/2024,3500,4000,4000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,20/08/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/08/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,29/08/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,23/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,31/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,08/10/2024,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,19/07/2024,3500,4000,4000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/07/2024,3500,4000,4000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,09/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,23/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15/03/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,25/03/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,29/06/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,25/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/07/2025,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/07/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/08/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/08/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/08/2025,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/08/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11/08/2025,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,16/08/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/09/2025,3000,3400,3400,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,02/09/2025,3000,3400,3400,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/09/2025,3000,3400,3400,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/09/2025,3200,3400,3400,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,10/09/2025,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,17/09/2025,3000,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,26/09/2025,3000,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/09/2025,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/10/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/10/2025,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15/10/2025,3000,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,19/10/2025,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,23/10/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,31/10/2025,2500,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,20/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,16/10/2024,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,29/10/2024,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,09/10/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,20/07/2024,3500,4000,4000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/07/2024,3500,3800,3800,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,28/07/2024,3500,4000,4000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11/01/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/01/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,02/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,09/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,17/12/2024,2500,2800,2800,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,25/12/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,26/12/2024,2600,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,02/11/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,03/11/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/11/2024,2800,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/11/2024,2500,2800,2800,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,15/11/2024,2000,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,23/11/2024,2400,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,06/09/2024,3000,3500,3500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/09/2024,2600,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,20/09/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/09/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,08/11/2024,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,26/11/2024,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,05/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,07/03/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,13/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/03/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,17/03/2025,2200,2500,2500,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,26/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,27/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,31/03/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,16/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,19/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,21/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,30/04/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,04/05/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,12/05/2025,2500,3000,3000,100
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Tapioca,Tapioca,Local,14/05/2025,2500,3000,3000,100
